#,Заказной код,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Давление,Параметр:Заказной код:Cv,Параметр:Заказной код:Ду,Условное обозначение:Заказной код:Подсоединение,Параметр:Заказной код:Температура минимальная,Параметр:Заказной код:Температура максимальная,Параметр:Заказной код:Материал уплотнения сальника,Параметр:Заказной код:Форма корпуса,Параметр:Заказной код:Тип иглы
,NV2-F-A-2R-PK-R,RT 1/8,414 бар,"0,37","4,3",RT 1/8 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-F-A-4N-PK-R,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-F-A-4R-PK-R,RT 1/4,414 бар,"0,73","6,3",RT 1/4 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-6N-PK-R,NPT 3/8,414 бар,"1,8","9,5",NPT 3/8 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-6R-PK-R,RT 3/8,414 бар,"1,8","9,5",RT 3/8 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-8N-PK-R,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-8R-PK-R,RT 1/2,414 бар,"1,8","9,5",RT 1/2 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV2-F-A-2G-PK-R,G 1/8,414 бар,"0,37","4,3",G 1/8 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-F-A-4G-PK-R,G 1/4,414 бар,"0,73","6,3",G 1/4 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-8G-PK-R,G 1/2,414 бар,"1,8","9,5",G 1/2 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-F-A-12G-PK-R,G 3/4,414 бар,"1,8","9,5",G 3/4 внутр.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV1-M-A-2N-PK-R,NPT 1/8,414 бар,"0,09",2,NPT 1/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV1-M-A-2R-PK-R,RT 1/8,414 бар,"0,09",2,RT 1/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV2-M-A-2N-PK-R,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV2-M-A-2R-PK-R,RT 1/8,414 бар,"0,37","4,3",RT 1/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV2-M-A-4N-PK-R,NPT 1/4,414 бар,"0,37","4,3",NPT 1/4 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV2-M-A-4R-PK-R,RT 1/4,414 бар,"0,37","4,3",RT 1/4 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-M-A-4N-PK-R,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-M-A-4R-PK-R,RT 1/4,414 бар,"0,73","6,3",RT 1/4 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-M-A-6N-PK-R,NPT 3/8,414 бар,"0,73","6,3",NPT 3/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV3-M-A-6R-PK-R,RT 3/8,414 бар,"0,73","6,3",RT 3/8 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-M-A-8N-PK-R,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV4-M-A-8R-PK-R,RT 1/2,414 бар,"1,8","9,5",RT 1/2 наруж.,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,R-Тонкой регулировки<br><img src=assets/images/NV-needle-R.jpg>
,NV1-H-3M-S,Hy-Lok 3mm,414 бар,"0,09",2,Hy-Lok 3mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-6M-S,Hy-Lok 6mm,414 бар,"0,37","4,3",Hy-Lok 6mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-8M-S,Hy-Lok 8mm,414 бар,"0,37","4,3",Hy-Lok 8mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-10M-S,Hy-Lok 10mm,414 бар,"0,73","6,3",Hy-Lok 10mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-12M-S,Hy-Lok 12mm,414 бар,"0,73","6,3",Hy-Lok 12mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-12M-S,Hy-Lok 12mm,414 бар,"1,8","9,5",Hy-Lok 12mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-14M-S,Hy-Lok 14mm,414 бар,"1,8","9,5",Hy-Lok 14mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-16M-S,Hy-Lok 16mm,414 бар,"1,8","9,5",Hy-Lok 16mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-18M-S,Hy-Lok 18mm,414 бар,"1,8","9,5",Hy-Lok 18mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-20M-S,Hy-Lok 20mm,414 бар,"1,8","9,5",Hy-Lok 20mm,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-2T-S,Hy-Lok 1/8,414 бар,"0,09",2,Hy-Lok 1/8,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-4T-S,Hy-Lok 1/4,414 бар,"0,37","4,3",Hy-Lok 1/4,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-6T-S,Hy-Lok 3/8,414 бар,"0,73","6,3",Hy-Lok 3/8,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-8T-S,Hy-Lok 1/2,414 бар,"0,73","6,3",Hy-Lok 1/2,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-8T-S,Hy-Lok 1/2,414 бар,"1,8","9,5",Hy-Lok 1/2,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-10T-S,Hy-Lok 5/8,414 бар,"1,8","9,5",Hy-Lok 5/8,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-12T-S,Hy-Lok 3/4,414 бар,"1,8","9,5",Hy-Lok 3/4,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-2N-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-2R-S,RT 1/8,414 бар,"0,09",2,RT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2N-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2R-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4N-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4R-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-6N-S,NPT 3/8,414 бар,"1,8","9,5",NPT 3/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-6R-S,RT 3/8,414 бар,"1,8","9,5",RT 3/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8N-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8R-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2G-S,G 1/8,414 бар,"0,37","4,3",G 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4G-S,G 1/4,414 бар,"0,73","6,3",G 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8G-S,G 1/2,414 бар,"1,8","9,5",G 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-12G-S,G 3/4,414 бар,"1,8","9,5",G 3/4 внутр.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-2N-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-2R-S,RT 1/8,414 бар,"0,09",2,RT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-2N-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-2R-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-4N-S,NPT 1/4,414 бар,"0,37","4,3",NPT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-4R-S,RT 1/4,414 бар,"0,37","4,3",RT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-4N-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-4R-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-6N-S,NPT 3/8,414 бар,"0,73","6,3",NPT 3/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-6R-S,RT 3/8,414 бар,"0,73","6,3",RT 3/8 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-8N-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-8R-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 наруж.,-54°C,93°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-A-3M-S,Hy-Lok 3mm,414 бар,"0,09",2,Hy-Lok 3mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-6M-S,Hy-Lok 6mm,414 бар,"0,37","4,3",Hy-Lok 6mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-8M-S,Hy-Lok 8mm,414 бар,"0,37","4,3",Hy-Lok 8mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-10M-S,Hy-Lok 10mm,414 бар,"0,73","6,3",Hy-Lok 10mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-12M-S,Hy-Lok 12mm,414 бар,"0,73","6,3",Hy-Lok 12mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-12M-S,Hy-Lok 12mm,414 бар,"1,8","9,5",Hy-Lok 12mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-14M-S,Hy-Lok 14mm,414 бар,"1,8","9,5",Hy-Lok 14mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-16M-S,Hy-Lok 16mm,414 бар,"1,8","9,5",Hy-Lok 16mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-18M-S,Hy-Lok 18mm,414 бар,"1,8","9,5",Hy-Lok 18mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-20M-S,Hy-Lok 20mm,414 бар,"1,8","9,5",Hy-Lok 20mm,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-A-2T-S,Hy-Lok 1/8,414 бар,"0,09",2,Hy-Lok 1/8,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-4T-S,Hy-Lok 1/4,414 бар,"0,37","4,3",Hy-Lok 1/4,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-6T-S,Hy-Lok 3/8,414 бар,"0,73","6,3",Hy-Lok 3/8,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-8T-S,Hy-Lok 1/2,414 бар,"0,73","6,3",Hy-Lok 1/2,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-8T-S,Hy-Lok 1/2,414 бар,"1,8","9,5",Hy-Lok 1/2,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-10T-S,Hy-Lok 5/8,414 бар,"1,8","9,5",Hy-Lok 5/8,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-12T-S,Hy-Lok 3/4,414 бар,"1,8","9,5",Hy-Lok 3/4,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-A-2N-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-A-2R-S,RT 1/8,414 бар,"0,09",2,RT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2N-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2R-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4N-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4R-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-6N-S,NPT 3/8,414 бар,"1,8","9,5",NPT 3/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-6R-S,RT 3/8,414 бар,"1,8","9,5",RT 3/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8N-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8R-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2G-S,G 1/8,414 бар,"0,37","4,3",G 1/8 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4G-S,G 1/4,414 бар,"0,73","6,3",G 1/4 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8G-S,G 1/2,414 бар,"1,8","9,5",G 1/2 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-12G-S,G 3/4,414 бар,"1,8","9,5",G 3/4 внутр.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-A-2N-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-A-2R-S,RT 1/8,414 бар,"0,09",2,RT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-2N-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-2R-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-4N-S,NPT 1/4,414 бар,"0,37","4,3",NPT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-4R-S,RT 1/4,414 бар,"0,37","4,3",RT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-4N-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-4R-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
