#,Заказной код,Параметр:Заказной код:Расход,Параметр:Заказной код:Блок питания,Параметр:Заказной код:Корпус,Параметр:Заказной код:Дисплей,Параметр:Заказной код:Выходной сигнал,Параметр:Заказной код:Управление
,TLFC-10-T-1-B-2-B-1-2,0-15 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-11-A-1-W-1-A-1-1,0-20 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-11-A-1-W-1-A-1-2,0-20 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-11-A-1-W-1-B-1-1,0-20 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-11-A-1-W-1-B-1-2,0-20 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-11-A-1-W-2-A-1-1,0-20 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-11-A-1-W-2-A-1-2,0-20 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-11-A-1-W-2-B-1-1,0-20 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-11-A-1-W-2-B-1-2,0-20 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-11-A-1-B-1-A-1-1,0-20 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-11-A-1-B-1-A-1-2,0-20 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-11-A-1-B-1-B-1-1,0-20 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-11-A-1-B-1-B-1-2,0-20 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-11-A-1-B-2-A-1-1,0-20 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-11-A-1-B-2-A-1-2,0-20 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-11-A-1-B-2-B-1-1,0-20 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-11-A-1-B-2-B-1-2,0-20 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-11-T-1-W-1-A-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-11-T-1-W-1-A-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-11-T-1-W-1-B-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-11-T-1-W-1-B-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-11-T-1-W-2-A-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-11-T-1-W-2-A-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-11-T-1-W-2-B-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-11-T-1-W-2-B-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-11-T-1-B-1-A-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-11-T-1-B-1-A-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-11-T-1-B-1-B-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-11-T-1-B-1-B-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-11-T-1-B-2-A-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-11-T-1-B-2-A-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-11-T-1-B-2-B-1-1,0-20 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-11-T-1-B-2-B-1-2,0-20 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-12-A-1-W-1-A-1-1,0-25 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-12-A-1-W-1-A-1-2,0-25 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-12-A-1-W-1-B-1-1,0-25 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-12-A-1-W-1-B-1-2,0-25 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-12-A-1-W-2-A-1-1,0-25 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-12-A-1-W-2-A-1-2,0-25 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-12-A-1-W-2-B-1-1,0-25 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-12-A-1-W-2-B-1-2,0-25 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-12-A-1-B-1-A-1-1,0-25 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-12-A-1-B-1-A-1-2,0-25 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-12-A-1-B-1-B-1-1,0-25 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-12-A-1-B-1-B-1-2,0-25 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-12-A-1-B-2-A-1-1,0-25 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-12-A-1-B-2-A-1-2,0-25 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-12-A-1-B-2-B-1-1,0-25 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-12-A-1-B-2-B-1-2,0-25 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-12-T-1-W-1-A-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-12-T-1-W-1-A-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-12-T-1-W-1-B-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-12-T-1-W-1-B-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-12-T-1-W-2-A-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-12-T-1-W-2-A-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-12-T-1-W-2-B-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-12-T-1-W-2-B-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-12-T-1-B-1-A-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-12-T-1-B-1-A-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-12-T-1-B-1-B-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-12-T-1-B-1-B-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-12-T-1-B-2-A-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-12-T-1-B-2-A-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-12-T-1-B-2-B-1-1,0-25 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-12-T-1-B-2-B-1-2,0-25 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-13-A-1-W-1-A-1-1,0-30 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-13-A-1-W-1-A-1-2,0-30 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-13-A-1-W-1-B-1-1,0-30 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-13-A-1-W-1-B-1-2,0-30 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-13-A-1-W-2-A-1-1,0-30 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-13-A-1-W-2-A-1-2,0-30 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-13-A-1-W-2-B-1-1,0-30 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-13-A-1-W-2-B-1-2,0-30 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-13-A-1-B-1-A-1-1,0-30 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-13-A-1-B-1-A-1-2,0-30 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-13-A-1-B-1-B-1-1,0-30 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-13-A-1-B-1-B-1-2,0-30 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-13-A-1-B-2-A-1-1,0-30 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-13-A-1-B-2-A-1-2,0-30 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-13-A-1-B-2-B-1-1,0-30 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-13-A-1-B-2-B-1-2,0-30 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-13-T-1-W-1-A-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-13-T-1-W-1-A-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-13-T-1-W-1-B-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-13-T-1-W-1-B-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-13-T-1-W-2-A-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-13-T-1-W-2-A-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-13-T-1-W-2-B-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-13-T-1-W-2-B-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-13-T-1-B-1-A-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-13-T-1-B-1-A-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-13-T-1-B-1-B-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-13-T-1-B-1-B-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-13-T-1-B-2-A-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-13-T-1-B-2-A-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-13-T-1-B-2-B-1-1,0-30 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-13-T-1-B-2-B-1-2,0-30 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-14-A-1-W-1-A-1-1,0-35 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-14-A-1-W-1-A-1-2,0-35 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-14-A-1-W-1-B-1-1,0-35 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-14-A-1-W-1-B-1-2,0-35 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-14-A-1-W-2-A-1-1,0-35 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-14-A-1-W-2-A-1-2,0-35 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-14-A-1-W-2-B-1-1,0-35 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-14-A-1-W-2-B-1-2,0-35 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-14-A-1-B-1-A-1-1,0-35 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-14-A-1-B-1-A-1-2,0-35 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-14-A-1-B-1-B-1-1,0-35 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-14-A-1-B-1-B-1-2,0-35 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-14-A-1-B-2-A-1-1,0-35 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-14-A-1-B-2-A-1-2,0-35 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-14-A-1-B-2-B-1-1,0-35 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-14-A-1-B-2-B-1-2,0-35 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-14-T-1-W-1-A-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-14-T-1-W-1-A-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-14-T-1-W-1-B-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-14-T-1-W-1-B-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-14-T-1-W-2-A-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-14-T-1-W-2-A-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-14-T-1-W-2-B-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-14-T-1-W-2-B-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-14-T-1-B-1-A-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-14-T-1-B-1-A-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-14-T-1-B-1-B-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-14-T-1-B-1-B-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-14-T-1-B-2-A-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-14-T-1-B-2-A-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-14-T-1-B-2-B-1-1,0-35 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-14-T-1-B-2-B-1-2,0-35 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-15-A-1-W-1-A-1-1,0-40 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-15-A-1-W-1-A-1-2,0-40 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-15-A-1-W-1-B-1-1,0-40 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-15-A-1-W-1-B-1-2,0-40 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-15-A-1-W-2-A-1-1,0-40 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-15-A-1-W-2-A-1-2,0-40 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-15-A-1-W-2-B-1-1,0-40 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-15-A-1-W-2-B-1-2,0-40 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-15-A-1-B-1-A-1-1,0-40 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-15-A-1-B-1-A-1-2,0-40 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-15-A-1-B-1-B-1-1,0-40 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-15-A-1-B-1-B-1-2,0-40 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-15-A-1-B-2-A-1-1,0-40 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-15-A-1-B-2-A-1-2,0-40 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-15-A-1-B-2-B-1-1,0-40 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-15-A-1-B-2-B-1-2,0-40 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-15-T-1-W-1-A-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-15-T-1-W-1-A-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-15-T-1-W-1-B-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-15-T-1-W-1-B-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-15-T-1-W-2-A-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-15-T-1-W-2-A-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-15-T-1-W-2-B-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-15-T-1-W-2-B-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-15-T-1-B-1-A-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-15-T-1-B-1-A-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-15-T-1-B-1-B-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-15-T-1-B-1-B-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-15-T-1-B-2-A-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-15-T-1-B-2-A-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-15-T-1-B-2-B-1-1,0-40 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-15-T-1-B-2-B-1-2,0-40 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-16-A-1-W-1-A-1-1,0-45 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-16-A-1-W-1-A-1-2,0-45 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-16-A-1-W-1-B-1-1,0-45 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-16-A-1-W-1-B-1-2,0-45 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-16-A-1-W-2-A-1-1,0-45 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-16-A-1-W-2-A-1-2,0-45 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-16-A-1-W-2-B-1-1,0-45 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-16-A-1-W-2-B-1-2,0-45 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-16-A-1-B-1-A-1-1,0-45 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-16-A-1-B-1-A-1-2,0-45 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-16-A-1-B-1-B-1-1,0-45 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-16-A-1-B-1-B-1-2,0-45 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-16-A-1-B-2-A-1-1,0-45 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-16-A-1-B-2-A-1-2,0-45 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-16-A-1-B-2-B-1-1,0-45 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-16-A-1-B-2-B-1-2,0-45 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-16-T-1-W-1-A-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-16-T-1-W-1-A-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-16-T-1-W-1-B-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-16-T-1-W-1-B-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-16-T-1-W-2-A-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-16-T-1-W-2-A-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,Ручное
,TLFC-16-T-1-W-2-B-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-16-T-1-W-2-B-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей,4~20 мА,0~5 VDC
,TLFC-16-T-1-B-1-A-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-16-T-1-B-1-A-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-16-T-1-B-1-B-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-16-T-1-B-1-B-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-16-T-1-B-2-A-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-16-T-1-B-2-A-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-16-T-1-B-2-B-1-1,0-45 нл/мин,Есть,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-16-T-1-B-2-B-1-2,0-45 нл/мин,Нет,Тапкон,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-17-A-1-W-1-A-1-1,0-50 нл/мин,Есть,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-17-A-1-W-1-A-1-2,0-50 нл/мин,Нет,SS316,Дисплей,0~5 VDC,Ручное
,TLFC-17-A-1-W-1-B-1-1,0-50 нл/мин,Есть,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-17-A-1-W-1-B-1-2,0-50 нл/мин,Нет,SS316,Дисплей,0~5 VDC,0~5 VDC
,TLFC-17-A-1-W-2-A-1-1,0-50 нл/мин,Есть,SS316,Дисплей,4~20 мА,Ручное
,TLFC-17-A-1-W-2-A-1-2,0-50 нл/мин,Нет,SS316,Дисплей,4~20 мА,Ручное
,TLFC-17-A-1-W-2-B-1-1,0-50 нл/мин,Есть,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-17-A-1-W-2-B-1-2,0-50 нл/мин,Нет,SS316,Дисплей,4~20 мА,0~5 VDC
,TLFC-17-A-1-B-1-A-1-1,0-50 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-17-A-1-B-1-A-1-2,0-50 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,Ручное
,TLFC-17-A-1-B-1-B-1-1,0-50 нл/мин,Есть,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-17-A-1-B-1-B-1-2,0-50 нл/мин,Нет,SS316,Дисплей с синей подсветкой,0~5 VDC,0~5 VDC
,TLFC-17-A-1-B-2-A-1-1,0-50 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-17-A-1-B-2-A-1-2,0-50 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,Ручное
,TLFC-17-A-1-B-2-B-1-1,0-50 нл/мин,Есть,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-17-A-1-B-2-B-1-2,0-50 нл/мин,Нет,SS316,Дисплей с синей подсветкой,4~20 мА,0~5 VDC
,TLFC-17-T-1-W-1-A-1-1,0-50 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-17-T-1-W-1-A-1-2,0-50 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,Ручное
,TLFC-17-T-1-W-1-B-1-1,0-50 нл/мин,Есть,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-17-T-1-W-1-B-1-2,0-50 нл/мин,Нет,Тапкон,Дисплей,0~5 VDC,0~5 VDC
,TLFC-17-T-1-W-2-A-1-1,0-50 нл/мин,Есть,Тапкон,Дисплей,4~20 мА,Ручное
